search	psearch_time	psearch_conv_time	arch_extraction_time	raw_hits_cnt	pct_query_w_raw_hits	usable_hits_cnt	pct_query_w_usable_hits	arch_cnt	pct_query_w_arch	threads
58-pfama.mmseqs	33.210	0.030	0.070	1559	39.890	1136	32.965	323	11.897	1
87-pfama.mmseqs	33.310	0.030	0.100	2102	52.933	1404	42.740	369	13.197	1
8-pfama.mmseqs	34.440	0.030	0.090	1625	39.856	1193	31.741	300	11.377	1
1-pfama.mmseqs	19.850	0.040	0.070	1073	34.480	684	24.072	245	11.233	1
80-pfama.mmseqs	20.390	0.020	0.040	1055	31.113	689	24.453	248	12.326	1
77-pfama.mmseqs	25.720	0.090	0.060	1134	34.619	758	25.336	318	14.260	1
7-pfama.mmseqs	19.470	0.040	0.040	1231	45.612	898	38.457	309	17.272	1
42-pfama.mmseqs	21.690	0.070	0.040	1014	34.633	717	26.833	297	15.445	1
131-pfama.mmseqs	26.660	0.050	0.050	1185	35.517	865	29.590	233	10.383	1
156-pfama.mmseqs	23.250	0.020	0.050	1016	36.685	769	30.369	351	17.736	1
56-pfama.mmseqs	23.750	0.020	0.040	1077	36.232	733	26.737	313	15.642	1
150-pfama.mmseqs	27.530	0.020	0.050	1700	56.600	1212	43.937	679	30.380	1
73-pfama.mmseqs	25.400	0.020	0.040	1115	36.194	749	26.726	330	15.392	1
62-pfama.mmseqs	25.720	0.100	0.070	1350	42.680	916	31.538	300	13.812	1
158-pfama.mmseqs	20.740	0.020	0.040	1230	45.388	842	36.445	299	16.817	1
48-pfama.mmseqs	26.010	0.070	0.050	1127	35.906	783	27.126	345	15.943	1
144-pfama.mmseqs	20.870	0.020	0.050	1276	47.799	955	39.966	383	21.898	1
141-pfama.mmseqs	21.380	0.020	0.040	858	31.225	619	25.353	249	14.060	1
101-pfama.mmseqs	24.030	0.110	0.050	1265	43.277	879	34.839	327	17.801	1
106-pfama.mmseqs	28.670	0.070	0.050	1269	38.861	955	33.710	407	18.391	1
110-pfama.mmseqs	26.180	0.020	0.040	961	32.410	734	28.205	247	12.667	1
100-pfama.mmseqs	24.660	0.020	0.040	1267	42.689	882	34.387	328	17.568	1
82-pfama.mmseqs	20.230	0.020	0.030	994	38.333	660	28.512	279	16.607	1
109-pfama.mmseqs	21.960	0.020	0.040	989	34.144	706	28.646	263	15.220	1
128-pfama.mmseqs	28.060	0.020	0.030	857	24.795	620	20.976	250	12.083	1
50-pfama.mmseqs	26.320	0.110	0.080	1189	45.591	691	28.942	317	16.442	1
153-pfama.mmseqs	24.830	0.020	0.040	1468	61.873	1071	49.201	370	20.386	1
105-pfama.mmseqs	23.620	0.020	0.030	946	34.391	619	24.816	224	12.691	1
103-pfama.mmseqs	29.080	0.150	0.070	1071	35.663	792	29.631	314	15.031	1
126-pfama.mmseqs	23.700	0.020	0.030	863	30.629	630	26.057	242	13.829	1
135-pfama.mmseqs	27.230	0.020	0.030	957	33.795	745	30.335	243	12.932	1
116-pfama.mmseqs	23.240	0.070	0.040	913	34.247	683	29.755	244	14.236	1
102-pfama.mmseqs	23.940	0.020	0.040	1223	44.855	850	35.838	325	18.786	1
151-pfama.mmseqs	29.800	0.100	0.080	1092	30.611	787	26.854	276	13.828	1
133-pfama.mmseqs	28.180	0.020	0.060	1457	47.556	998	39.209	299	16.420	1
114-pfama.mmseqs	21.050	0.060	0.050	1179	42.664	868	37.508	290	17.802	1
115-pfama.mmseqs	22.660	0.100	0.080	1179	43.636	882	39.498	243	15.235	1
108-pfama.mmseqs	18.620	0.080	0.040	933	43.163	720	37.845	231	15.953	1
55-pfama.mmseqs	0.070	0.170	0.060	970	51.701	735	44.728	315	26.786	1
117-pfama.mmseqs	18.310	0.020	0.030	774	36.703	592	31.502	216	15.824	1
148-pfama.mmseqs	21.180	0.020	0.030	955	43.356	693	35.959	273	18.699	1
155-pfama.mmseqs	17.970	0.020	0.030	690	32.975	509	27.454	199	15.261	1
121-pfama.mmseqs	22.600	0.030	0.090	1120	41.921	801	35.433	306	19.466	1
146-pfama.mmseqs	22.900	0.050	0.210	1119	52.138	850	43.082	220	13.836	1
157-pfama.mmseqs	22.040	0.020	0.050	1135	55.444	863	45.901	248	16.667	1
14-pfama.mmseqs	22.390	0.020	0.040	906	35.908	646	30.429	258	17.030	1
38-pfama.mmseqs	18.270	0.070	0.040	876	43.093	629	34.223	264	20.722	1
41-pfama.mmseqs	0.050	0.100	0.040	1028	57.768	784	50.268	307	27.411	1
124-pfama.mmseqs	21.380	0.100	0.070	1017	49.689	731	38.908	282	19.489	1
33-pfama.mmseqs	18.310	0.020	0.040	868	43.695	625	34.779	262	21.044	1
149-pfama.mmseqs	22.320	0.020	0.030	851	35.055	599	28.719	242	16.667	1
5-pfama.mmseqs	20.110	0.130	0.050	861	38.040	585	30.358	247	18.069	1
154-pfama.mmseqs	24.620	0.020	0.030	865	33.548	602	26.968	245	15.806	1
6-pfama.mmseqs	19.310	0.020	0.030	851	40.747	592	33.360	249	19.778	1
61-pfama.mmseqs	22.830	0.100	0.060	890	38.558	631	31.141	261	18.265	1
39-pfama.mmseqs	21.000	0.020	0.030	1032	52.585	790	46.284	350	28.271	1
64-pfama.mmseqs	24.790	0.050	0.050	1055	47.288	794	40.542	355	24.687	1
138-pfama.mmseqs	18.960	0.020	0.030	922	49.593	701	43.322	231	18.811	1
120-pfama.mmseqs	0.010	0.090	0.050	967	58.673	750	51.848	299	28.341	1
35-pfama.mmseqs	21.890	0.020	0.040	867	43.207	619	34.123	259	20.458	1
152-pfama.mmseqs	26.890	0.180	0.190	1112	45.010	812	36.936	322	20.470	1
49-pfama.mmseqs	21.990	0.010	0.030	1032	52.538	789	46.172	350	28.203	1
159-pfama.mmseqs	20.690	0.020	0.050	905	48.660	693	42.242	237	19.253	1
78-pfama.mmseqs	25.700	0.020	0.050	1026	47.122	746	39.019	288	20.469	1
26-pfama.mmseqs	25.620	0.020	0.040	1004	49.268	765	42.714	341	26.291	1
10-pfama.mmseqs	0.010	0.010	0.030	771	44.618	580	38.552	220	21.526	1
137-pfama.mmseqs	26.810	0.020	0.040	811	36.119	613	31.250	247	17.951	1
99-pfama.mmseqs	24.740	0.030	0.050	870	43.644	607	34.413	261	21.134	1
52-pfama.mmseqs	28.330	0.100	0.070	1128	54.565	864	47.319	377	27.319	1
96-pfama.mmseqs	27.680	0.090	0.040	1058	50.732	801	44.102	346	26.677	1
91-pfama.mmseqs	29.590	0.030	0.160	1106	49.964	823	42.470	350	24.982	1
4-pfama.mmseqs	18.720	0.020	0.040	799	38.848	546	31.523	224	18.436	1
98-pfama.mmseqs	18.230	0.010	0.030	840	45.984	600	37.158	251	22.154	1
86-pfama.mmseqs	21.070	0.090	0.060	920	49.020	658	41.006	256	21.824	1
134-pfama.mmseqs	18.900	0.070	0.030	783	42.018	574	36.239	234	21.468	1
30-pfama.mmseqs	19.400	0.080	0.030	926	52.857	665	43.214	294	26.250	1
66-pfama.mmseqs	26.300	0.060	0.110	1047	55.592	815	49.714	346	28.245	1
40-pfama.mmseqs	19.270	0.050	0.040	984	57.143	749	50.138	305	28.111	1
95-pfama.mmseqs	20.460	0.100	0.040	809	44.611	565	34.894	246	21.731	1
122-pfama.mmseqs	20.750	0.020	0.030	861	48.661	658	42.054	280	25.000	1
139-pfama.mmseqs	20.440	0.030	0.070	932	54.554	718	47.470	286	26.311	1
44-pfama.mmseqs	20.840	0.020	0.040	985	57.341	749	50.231	305	28.163	1
34-pfama.mmseqs	21.300	0.090	0.040	969	57.796	746	51.167	320	29.879	1
60-pfama.mmseqs	23.900	0.020	0.040	987	54.268	766	48.432	311	27.091	1
79-pfama.mmseqs	21.550	0.160	0.050	837	48.321	597	39.086	242	22.575	1
104-pfama.mmseqs	16.280	0.020	0.030	453	31.109	291	21.786	107	10.500	1
63-pfama.mmseqs	19.870	0.020	0.040	962	58.146	730	51.610	304	29.659	1
45-pfama.mmseqs	25.560	0.060	0.070	1051	58.117	803	51.382	315	27.202	1
46-pfama.mmseqs	21.870	0.030	0.060	944	56.280	729	50.144	315	30.201	1
28-pfama.mmseqs	20.590	0.020	0.040	987	58.260	753	52.004	312	30.499	1
53-pfama.mmseqs	27.020	0.040	0.040	971	52.941	760	47.322	312	27.392	1
140-pfama.mmseqs	22.410	0.020	0.050	948	58.111	737	51.622	303	28.912	1
47-pfama.mmseqs	22.530	0.020	0.040	944	56.280	729	50.144	315	30.201	1
113-pfama.mmseqs	23.410	0.030	0.050	937	56.321	731	50.000	303	28.585	1
20-pfama.mmseqs	24.650	0.080	0.060	950	56.848	725	49.625	300	28.143	1
93-pfama.mmseqs	17.370	0.030	0.050	784	48.004	554	39.621	238	23.752	1
67-pfama.mmseqs	27.650	0.070	0.090	1016	56.851	780	50.623	315	28.025	1
51-pfama.mmseqs	23.660	0.050	0.060	966	57.965	737	51.631	295	28.311	1
43-pfama.mmseqs	21.910	0.020	0.050	957	60.039	742	52.791	315	30.852	1
21-pfama.mmseqs	22.940	0.020	0.040	912	56.917	700	49.901	292	28.854	1
29-pfama.mmseqs	21.740	0.070	0.200	971	58.103	745	52.372	310	30.632	1
22-pfama.mmseqs	21.620	0.090	0.060	880	55.988	669	48.603	278	27.745	1
145-pfama.mmseqs	27.050	0.010	0.030	860	54.792	678	49.371	299	28.945	1
13-pfama.mmseqs	4.930	0.020	0.020	11	2.009	6	1.116	4	0.893	1
17-pfama.mmseqs	12.410	0.020	0.040	378	28.790	248	21.857	111	13.043	1
32-pfama.mmseqs	19.390	0.020	0.050	932	58.800	728	52.600	307	30.700	1
31-pfama.mmseqs	16.290	0.020	0.040	866	62.121	676	55.828	292	34.033	1
27-pfama.mmseqs	18.510	0.020	0.050	914	56.911	696	50.102	295	29.980	1
23-pfama.mmseqs	19.830	0.020	0.050	919	58.967	714	52.482	300	30.395	1
70-pfama.mmseqs	16.580	0.010	0.050	843	61.118	659	55.529	281	33.413	1
54-pfama.mmseqs	16.340	0.020	0.040	827	62.301	652	56.304	283	34.639	1
118-pfama.mmseqs	18.720	0.020	0.040	876	59.146	688	53.341	285	31.216	1
83-pfama.mmseqs	16.360	0.010	0.030	732	58.847	564	52.818	236	30.931	1
107-pfama.mmseqs	16.160	0.010	0.030	752	63.186	589	56.359	243	32.530	1
97-pfama.mmseqs	15.270	0.010	0.030	749	60.887	579	53.226	238	31.989	1
119-pfama.mmseqs	20.970	0.030	0.040	826	53.542	621	46.354	259	26.979	1
69-pfama.mmseqs	14.180	0.010	0.030	744	65.612	596	60.144	241	34.676	1
112-pfama.mmseqs	20.440	0.020	0.030	840	56.324	653	50.054	278	30.054	1
2-pfama.mmseqs	11.670	0.010	0.020	373	65.833	282	56.111	100	27.778	1
36-pfama.mmseqs	21.100	0.020	0.040	897	59.914	694	53.055	285	30.547	1
3-pfama.mmseqs	13.310	0.010	0.020	560	52.411	408	43.701	164	25.505	1
81-pfama.mmseqs	14.480	0.010	0.020	732	66.074	576	59.704	246	36.444	1
85-pfama.mmseqs	17.850	0.010	0.020	745	56.793	569	50.184	240	29.376	1
15-pfama.mmseqs	15.170	0.010	0.020	718	61.818	556	55.385	234	32.727	1
132-pfama.mmseqs	14.170	0.010	0.030	691	62.613	536	57.207	212	31.832	1
9-pfama.mmseqs	16.910	0.030	0.040	668	58.520	522	51.536	221	30.866	1
76-pfama.mmseqs	15.220	0.020	0.030	732	66.172	576	59.792	246	36.499	1
84-pfama.mmseqs	19.110	0.080	0.280	737	55.637	563	49.387	239	29.289	1
123-pfama.mmseqs	15.350	0.010	0.040	718	68.594	568	61.719	239	37.344	1
25-pfama.mmseqs	15.740	0.030	0.060	380	52.851	293	46.491	102	22.368	1
16-pfama.mmseqs	17.560	0.010	0.030	717	61.678	555	55.245	234	32.727	1
