search	psearch_time	psearch_conv_time	arch_extraction_time	raw_hits_cnt	pct_query_w_raw_hits	usable_hits_cnt	pct_query_w_usable_hits	arch_cnt	pct_query_w_arch	threads
144-pfama.mmseqs	24.100	0.020	0.040	1276	47.799	955	39.966	383	21.898	1
103-pfama.mmseqs	27.050	0.030	0.030	1071	35.663	792	29.631	314	15.031	1
77-pfama.mmseqs	28.310	0.150	0.170	1134	34.619	758	25.336	318	14.260	1
116-pfama.mmseqs	24.130	0.020	0.030	913	34.247	683	29.755	244	14.236	1
102-pfama.mmseqs	25.540	0.080	0.040	1223	44.855	850	35.838	325	18.786	1
50-pfama.mmseqs	28.050	0.020	0.030	1189	45.591	691	28.942	317	16.442	1
148-pfama.mmseqs	19.380	0.060	0.040	955	43.356	693	35.959	273	18.699	1
108-pfama.mmseqs	19.270	0.020	0.030	933	43.163	720	37.845	231	15.953	1
157-pfama.mmseqs	20.540	0.020	0.030	1135	55.444	863	45.901	248	16.667	1
14-pfama.mmseqs	21.750	0.020	0.040	906	35.908	646	30.429	258	17.030	1
5-pfama.mmseqs	20.000	0.020	0.030	861	38.040	585	30.358	247	18.069	1
155-pfama.mmseqs	19.980	0.020	0.040	690	32.975	509	27.454	199	15.261	1
146-pfama.mmseqs	23.690	0.070	0.040	1119	52.138	850	43.082	220	13.836	1
117-pfama.mmseqs	20.190	0.020	0.030	774	36.703	592	31.502	216	15.824	1
33-pfama.mmseqs	18.860	0.030	0.030	868	43.695	625	34.779	262	21.044	1
124-pfama.mmseqs	22.220	0.020	0.030	1017	49.689	731	38.908	282	19.489	1
114-pfama.mmseqs	24.360	0.080	0.200	1179	42.664	868	37.508	290	17.802	1
38-pfama.mmseqs	19.790	0.050	0.030	876	43.093	629	34.223	264	20.722	1
35-pfama.mmseqs	19.440	0.020	0.030	867	43.207	619	34.123	259	20.458	1
149-pfama.mmseqs	22.960	0.030	0.040	851	35.055	599	28.719	242	16.667	1
137-pfama.mmseqs	21.320	0.020	0.030	811	36.119	613	31.250	247	17.951	1
6-pfama.mmseqs	20.330	0.020	0.030	851	40.747	592	33.360	249	19.778	1
154-pfama.mmseqs	24.590	0.030	0.040	865	33.548	602	26.968	245	15.806	1
121-pfama.mmseqs	25.050	0.020	0.030	1120	41.921	801	35.433	306	19.466	1
115-pfama.mmseqs	25.720	0.020	0.030	1179	43.636	882	39.498	243	15.235	1
99-pfama.mmseqs	18.860	0.020	0.030	870	43.644	607	34.413	261	21.134	1
61-pfama.mmseqs	23.160	0.110	0.030	890	38.558	631	31.141	261	18.265	1
91-pfama.mmseqs	22.770	0.020	0.030	1106	49.964	823	42.470	350	24.982	1
78-pfama.mmseqs	23.470	0.020	0.030	1026	47.122	746	39.019	288	20.469	1
152-pfama.mmseqs	26.380	0.020	0.040	1112	45.010	812	36.936	322	20.470	1
138-pfama.mmseqs	19.780	0.020	0.030	922	49.593	701	43.322	231	18.811	1
52-pfama.mmseqs	23.810	0.020	0.040	1128	54.565	864	47.319	377	27.319	1
26-pfama.mmseqs	22.680	0.030	0.040	1004	49.268	765	42.714	341	26.291	1
159-pfama.mmseqs	20.100	0.020	0.030	905	48.660	693	42.242	237	19.253	1
64-pfama.mmseqs	24.670	0.110	0.060	1055	47.288	794	40.542	355	24.687	1
39-pfama.mmseqs	22.300	0.030	0.040	1032	52.585	790	46.284	350	28.271	1
96-pfama.mmseqs	24.750	0.020	0.030	1058	50.732	801	44.102	346	26.677	1
49-pfama.mmseqs	24.290	0.020	0.040	1032	52.538	789	46.172	350	28.203	1
4-pfama.mmseqs	19.690	0.020	0.030	799	38.848	546	31.523	224	18.436	1
134-pfama.mmseqs	16.350	0.040	0.030	783	42.018	574	36.239	234	21.468	1
86-pfama.mmseqs	18.710	0.030	0.040	920	49.020	658	41.006	256	21.824	1
55-pfama.mmseqs	20.340	0.010	0.030	970	51.701	735	44.728	315	26.786	1
122-pfama.mmseqs	18.630	0.020	0.030	861	48.661	658	42.054	280	25.000	1
66-pfama.mmseqs	22.380	0.040	0.080	1047	55.592	815	49.714	346	28.245	1
95-pfama.mmseqs	19.350	0.020	0.030	809	44.611	565	34.894	246	21.731	1
98-pfama.mmseqs	19.980	0.020	0.030	840	45.984	600	37.158	251	22.154	1
67-pfama.mmseqs	19.660	0.020	0.030	1016	56.851	780	50.623	315	28.025	1
104-pfama.mmseqs	14.970	0.020	0.020	453	31.109	291	21.786	107	10.500	1
79-pfama.mmseqs	19.690	0.020	0.030	837	48.321	597	39.086	242	22.575	1
34-pfama.mmseqs	20.200	0.020	0.040	969	57.796	746	51.167	320	29.879	1
30-pfama.mmseqs	21.680	0.040	0.040	926	52.857	665	43.214	294	26.250	1
10-pfama.mmseqs	18.160	0.020	0.030	771	44.618	580	38.552	220	21.526	1
120-pfama.mmseqs	20.160	0.020	0.060	967	58.673	750	51.848	299	28.341	1
53-pfama.mmseqs	22.310	0.020	0.060	971	52.941	760	47.322	312	27.392	1
41-pfama.mmseqs	21.870	0.020	0.040	1028	57.768	784	50.268	307	27.411	1
113-pfama.mmseqs	20.270	0.150	0.060	937	56.321	731	50.000	303	28.585	1
20-pfama.mmseqs	20.760	0.020	0.080	950	56.848	725	49.625	300	28.143	1
63-pfama.mmseqs	19.650	0.020	0.040	962	58.146	730	51.610	304	29.659	1
46-pfama.mmseqs	20.750	0.020	0.040	944	56.280	729	50.144	315	30.201	1
44-pfama.mmseqs	22.130	0.020	0.040	985	57.341	749	50.231	305	28.163	1
47-pfama.mmseqs	20.530	0.160	0.040	944	56.280	729	50.144	315	30.201	1
51-pfama.mmseqs	21.650	0.030	0.040	966	57.965	737	51.631	295	28.311	1
60-pfama.mmseqs	24.980	0.050	0.130	987	54.268	766	48.432	311	27.091	1
145-pfama.mmseqs	21.910	0.030	0.050	860	54.792	678	49.371	299	28.945	1
139-pfama.mmseqs	24.420	0.100	0.030	932	54.554	718	47.470	286	26.311	1
40-pfama.mmseqs	23.860	0.020	0.050	984	57.143	749	50.138	305	28.111	1
45-pfama.mmseqs	25.900	0.100	0.040	1051	58.117	803	51.382	315	27.202	1
140-pfama.mmseqs	23.170	0.020	0.030	948	58.111	737	51.622	303	28.912	1
28-pfama.mmseqs	22.430	0.020	0.030	987	58.260	753	52.004	312	30.499	1
43-pfama.mmseqs	23.760	0.090	0.050	957	60.039	742	52.791	315	30.852	1
29-pfama.mmseqs	18.910	0.060	0.030	971	58.103	745	52.372	310	30.632	1
13-pfama.mmseqs	10.470	0.020	0.010	11	2.009	6	1.116	4	0.893	1
17-pfama.mmseqs	14.470	0.020	0.020	378	28.790	248	21.857	111	13.043	1
93-pfama.mmseqs	18.800	0.010	0.030	784	48.004	554	39.621	238	23.752	1
27-pfama.mmseqs	18.130	0.020	0.030	914	56.911	696	50.102	295	29.980	1
107-pfama.mmseqs	16.600	0.010	0.020	752	63.186	589	56.359	243	32.530	1
21-pfama.mmseqs	22.770	0.010	0.030	912	56.917	700	49.901	292	28.854	1
36-pfama.mmseqs	19.650	0.020	0.020	897	59.914	694	53.055	285	30.547	1
54-pfama.mmseqs	17.630	0.010	0.030	827	62.301	652	56.304	283	34.639	1
76-pfama.mmseqs	14.880	0.010	0.020	732	66.172	576	59.792	246	36.499	1
22-pfama.mmseqs	22.560	0.030	0.060	880	55.988	669	48.603	278	27.745	1
23-pfama.mmseqs	21.330	0.010	0.030	919	58.967	714	52.482	300	30.395	1
112-pfama.mmseqs	20.040	0.010	0.030	840	56.324	653	50.054	278	30.054	1
119-pfama.mmseqs	20.860	0.010	0.020	826	53.542	621	46.354	259	26.979	1
97-pfama.mmseqs	17.980	0.010	0.020	749	60.887	579	53.226	238	31.989	1
85-pfama.mmseqs	18.710	0.020	0.020	745	56.793	569	50.184	240	29.376	1
31-pfama.mmseqs	19.120	0.010	0.030	866	62.121	676	55.828	292	34.033	1
70-pfama.mmseqs	18.940	0.010	0.020	843	61.118	659	55.529	281	33.413	1
3-pfama.mmseqs	15.650	0.010	0.020	560	52.411	408	43.701	164	25.505	1
2-pfama.mmseqs	12.510	0.010	0.020	373	65.833	282	56.111	100	27.778	1
83-pfama.mmseqs	19.270	0.100	0.030	732	58.847	564	52.818	236	30.931	1
132-pfama.mmseqs	16.440	0.050	0.030	691	62.613	536	57.207	212	31.832	1
25-pfama.mmseqs	16.340	0.050	0.030	380	52.851	293	46.491	102	22.368	1
32-pfama.mmseqs	23.080	0.010	0.020	932	58.800	728	52.600	307	30.700	1
118-pfama.mmseqs	20.890	0.020	0.030	876	59.146	688	53.341	285	31.216	1
9-pfama.mmseqs	18.730	0.010	0.020	668	58.520	522	51.536	221	30.866	1
81-pfama.mmseqs	17.980	0.010	0.040	732	66.074	576	59.704	246	36.444	1
84-pfama.mmseqs	20.760	0.020	0.020	737	55.637	563	49.387	239	29.289	1
16-pfama.mmseqs	19.270	0.010	0.020	717	61.678	555	55.245	234	32.727	1
15-pfama.mmseqs	19.660	0.020	0.020	718	61.818	556	55.385	234	32.727	1
123-pfama.mmseqs	18.360	0.020	0.020	718	68.594	568	61.719	239	37.344	1
69-pfama.mmseqs	20.060	0.060	0.120	744	65.612	596	60.144	241	34.676	1
